,int.rate,log.annual.inc,dtai,fico,days.with.cr.line,inq.last.6mths,delinq.2yrs,default
5123,0.1218,11.26446411,9.66,722,2010.9583329999998,3,0,0
6570,0.0894,12.46843691,0.65,782,11580.0,0,0,0
5281,0.0894,11.112447900000001,3.89,752,3300.0,0,0,0
2093,0.1316,10.91523391,7.0,702,1920.0416670000002,1,0,0
5871,0.1357,11.03488966,8.05,687,4320.0,0,1,0
3540,0.1379,10.37361617,15.49,677,2339.958333,3,0,1
7421,0.1311,10.26813067,20.04,702,2070.041667,0,0,0
5536,0.1218,10.50012383,13.02,707,4140.0,1,0,1
9519,0.1719,11.98292909,19.94,662,4440.0,0,0,0
5837,0.0894,11.49272276,15.86,747,7230.0,1,0,0
3993,0.1126,10.71441777,17.39,722,2699.958333,2,0,0
6819,0.0774,10.93310697,9.02,777,6514.0,1,0,0
6665,0.0774,11.28978191,1.14,812,8190.041667,0,0,0
2309,0.08,10.85591733,8.4,792,3870.041667,1,0,0
1581,0.1304,10.87812266,8.87,692,4380.0,0,0,0
6347,0.1183,10.75790288,5.67,712,2341.041667,1,0,0
5821,0.1183,10.95954023,17.16,692,2070.0,0,0,0
4169,0.0774,11.81303006,7.7,787,5639.958333,1,0,0
521,0.1418,11.09741002,22.45,707,2092.041667,2,0,1
2516,0.1253,10.23981692,22.72,702,2939.958333,1,0,0
5794,0.1426,10.59663473,1.65,682,1620.041667,0,0,0
1612,0.1114,11.69524702,2.82,727,6690.041667,1,1,0
2066,0.1537,10.46310334,6.0,662,1470.0,1,0,0
3125,0.1253,10.77895629,17.95,687,4590.0,1,0,0
6718,0.16,11.3736634,10.86,687,5550.041667,3,0,0
5212,0.1287,10.50232405,1.75,682,1860.0,2,0,0
5115,0.1531,11.15625052,20.45,697,6240.0,0,0,0
4945,0.1253,11.22524339,14.15,727,3179.958333,1,0,0
1668,0.1178,11.32328922,0.22,807,3510.041667,0,0,0
6732,0.1114,11.46163217,24.87,747,9788.0,0,1,0
7720,0.1229,10.1266311,15.55,672,990.0,1,0,0
120,0.1028,11.37710574,10.6,692,2489.958333,0,0,0
7694,0.1704,9.541081934,2.24,692,8010.0,0,2,1
3910,0.1253,11.09930217,3.26,712,1740.0,0,0,0
3720,0.1126,12.487485099999999,5.53,787,10860.0,2,0,0
7058,0.0751,11.46163217,2.93,757,3720.0,1,0,0
5768,0.1114,10.55841352,1.53,772,1500.041667,0,0,0
8825,0.1367,11.91839057,14.8,672,6511.958333,4,0,1
7757,0.147,10.81977828,7.22,652,2820.0,0,2,0
7337,0.1719,10.52406404,9.35,667,4680.041667,0,0,1
7265,0.1025,11.36789969,12.12,712,3540.041667,0,0,0
3939,0.08,10.98860925,7.12,752,5669.958333,3,0,0
1035,0.0832,10.63258761,9.86,752,7170.0,0,0,0
6950,0.1114,10.81977828,14.88,747,1863.0,4,0,0
1801,0.1287,10.18111929,20.14,692,1942.0,0,0,0
9121,0.1347,10.858999,16.71,677,5070.0,5,0,1
5853,0.1426,11.39075783,11.61,682,2610.041667,0,0,1
3094,0.1221,10.93310697,12.64,702,7500.0,2,0,0
5787,0.1253,10.57745191,11.9,682,5190.041667,3,0,0
8140,0.1299,11.39611071,6.78,657,7020.041667,0,2,0
189,0.1091,11.28978191,17.17,677,3840.041667,0,0,0
2837,0.1682,10.81977828,18.41,667,4890.041667,2,0,0
5506,0.1183,10.59663473,17.61,722,2190.0,0,0,0
3898,0.1221,10.89049766,24.35,702,3600.0,0,0,0
6299,0.1253,10.40426284,17.38,717,2040.0416670000002,1,1,0
9040,0.1474,11.03488966,1.49,702,1080.0,0,0,1
528,0.08,11.00209984,9.82,762,6419.041667,1,0,0
3836,0.1221,10.98529272,11.69,692,2069.958333,1,0,0
1163,0.1287,10.93310697,22.18,702,3303.0,2,0,0
8851,0.1178,9.998615897999999,2.07,702,3720.041667,4,0,0
2504,0.08,11.42958733,5.07,752,8162.958333,0,0,1
719,0.1008,11.77528973,21.2,772,6750.041667,0,0,0
6422,0.1947,10.3185148,2.5,697,4800.041667,2,2,1
7048,0.1322,10.89673933,15.56,697,7923.041667,1,0,0
1677,0.0938,10.8731105,14.84,782,3900.0,0,0,0
6850,0.1148,11.73606902,10.41,782,4380.0,1,0,0
1621,0.1114,11.69524702,7.92,717,6060.041667,1,0,0
9306,0.1183,12.429216199999999,15.7,757,7020.0,0,0,0
4217,0.1148,10.9560559,16.27,732,3960.0,1,0,0
1060,0.1166,11.13458902,8.51,672,4559.958333,0,0,0
2826,0.1505,9.998797732,19.75,667,2341.958333,2,1,0
2808,0.1189,11.00209984,14.68,737,4230.0,1,0,0
7701,0.16,10.08580911,2.55,667,3509.958333,0,0,1
1502,0.1051,10.30895266,14.36,727,1920.0416670000002,0,0,0
439,0.0838,10.34174248,10.61,722,7089.041667,1,0,0
8039,0.128,10.77895629,27.6,712,5580.041667,6,1,1
6565,0.1322,11.48246626,20.1,712,4358.0,2,0,0
278,0.1122,10.55986701,14.04,702,1800.0,3,0,0
3460,0.08,10.95416931,1.57,767,4020.0,0,0,0
8409,0.1324,9.740968622999999,6.99,657,780.0,32,0,1
9172,0.1322,11.28978191,11.85,687,3949.958333,4,1,0
6458,0.0751,11.26446411,17.8,792,5854.0,0,0,0
3693,0.08,10.66895539,12.56,782,7560.0,1,0,0
2881,0.1537,11.28978191,3.55,687,1410.0,1,0,0
4226,0.1496,11.5228758,14.48,767,5400.0,1,0,0
8770,0.1317,11.91839057,8.6,697,7919.958333,7,0,1
253,0.1312,11.56171563,18.25,667,4358.0,2,0,0
324,0.1236,10.77895629,0.85,682,2579.0,1,0,1
6607,0.1183,11.849397699999999,14.33,812,11708.0,0,0,0
2267,0.1221,11.16809439,15.69,802,5400.041667,0,0,0
924,0.1197,11.39659388,14.59,677,5549.958333,2,0,0
2337,0.1505,11.184421400000002,19.87,672,4800.0,2,0,1
2049,0.1158,11.22967356,9.81,742,6480.041667,0,1,0
6491,0.0894,10.16585182,14.95,737,11702.0,0,0,0
9035,0.1758,12.26434155,20.46,667,5249.958333,4,0,1
5339,0.1218,11.61728548,22.39,707,8969.958333,0,0,0
1273,0.1286,10.43081625,14.77,672,7139.958333,1,1,0
953,0.1039,10.4341158,18.46,717,5670.0,0,0,1
6454,0.1322,10.645424900000002,24.03,707,5820.0,0,0,1
5732,0.1426,11.00209984,6.54,732,5226.041667,0,1,0
4469,0.1183,11.184421400000002,13.8,747,4229.958333,4,0,0
8078,0.1122,11.40756495,15.0,687,1950.0416670000002,4,0,0
5845,0.1322,10.26370422,21.3,687,5970.041667,0,0,0
2515,0.0768,10.32548196,10.54,752,2190.958333,0,0,0
1611,0.1178,11.22524339,1.84,702,5430.0,1,0,0
7133,0.1385,10.90595598,13.59,692,4170.041667,0,0,1
8263,0.1766,11.03488966,20.44,657,6899.0,7,0,1
4244,0.0859,10.65282601,12.11,782,2280.0,0,0,0
2484,0.0768,10.37349118,5.7,772,7649.958333,2,0,0
6214,0.1218,11.00209984,17.86,707,7170.041667,1,0,0
6656,0.1114,10.71441777,15.49,782,4260.041667,1,0,0
9110,0.1253,11.51292546,3.66,717,4079.958333,5,0,1
4330,0.0859,10.77895629,13.5,757,4803.0,0,0,0
8407,0.1482,10.40426284,15.38,652,4319.041667,2,1,0
3706,0.1095,11.39315045,3.68,752,4096.0,0,0,1
8893,0.1726,10.37349118,12.26,667,2520.0,4,0,1
4344,0.1392,11.35040654,12.9,692,7140.958333,2,0,0
1307,0.1538,11.28978191,9.24,667,6540.0,2,0,1
1836,0.1411,10.64661467,23.67,667,4980.041667,1,0,0
614,0.0863,11.60093634,6.4,742,4080.0,0,0,0
5967,0.1218,10.96819829,13.9,727,4740.0,0,0,0
4021,0.1183,11.40756495,4.12,722,3149.958333,1,0,0
3337,0.1221,10.91508846,14.2,692,1830.0,0,0,0
9395,0.1461,11.51292546,11.12,682,2580.0,4,0,0
8745,0.09699999999999999,10.42797937,7.24,717,1050.0,3,0,0
7375,0.1136,10.91871823,16.13,687,6870.041667,0,1,0
4685,0.1704,11.99535161,14.04,677,4440.0,2,0,0
6891,0.1148,11.86358234,1.27,777,5670.041667,2,0,0
7273,0.1136,11.08214255,18.22,687,2301.0,2,0,0
6286,0.0894,12.10598708,4.26,772,5103.0,2,0,1
354,0.1014,10.30895266,19.76,702,4529.041667,0,0,0
7270,0.1385,11.40756495,4.95,677,4290.041667,1,0,0
7057,0.0859,11.03563132,4.8,752,3660.0,1,0,0
3588,0.1253,10.71441777,11.17,687,3479.958333,0,0,0
2234,0.1663,11.00126616,11.15,667,4410.0,1,0,1
5243,0.1148,11.40756495,7.96,707,4949.958333,2,0,1
2845,0.0963,10.54534144,0.82,747,6870.0,1,0,1
8576,0.1071,11.71993963,11.55,682,4950.0,6,0,0
4618,0.1461,11.70354582,13.09,752,7229.958333,0,0,0
5062,0.1183,11.46163217,11.52,717,7680.0,3,0,0
6756,0.1392,11.09522582,17.49,687,4620.041667,1,1,0
7379,0.1682,10.30895266,3.16,662,1440.0,0,0,0
3484,0.08,11.13453063,3.63,757,2790.0,0,0,0
482,0.1039,10.66895539,17.47,702,3540.041667,0,0,0
2339,0.1632,11.87756858,4.35,667,8190.041667,1,1,0
2854,0.16,10.67359577,11.08,672,2939.958333,0,0,0
8646,0.1545,10.79957558,17.85,642,4590.0,1,2,0
803,0.1103,10.53209621,15.84,682,1829.9583329999998,0,0,0
4655,0.1114,11.2395407,15.06,742,4860.0,1,0,0
8579,0.1734,10.46310334,26.78,652,4230.0,5,1,1
472,0.0832,10.81977828,13.99,752,5040.041667,0,0,0
8262,0.1355,11.184421400000002,2.02,687,377.0,1,0,0
9489,0.1461,10.30895266,4.4,697,1112.0,5,0,0
8987,0.1347,10.96819829,21.27,737,8069.958333,7,0,1
4331,0.1218,11.28978191,9.04,742,6089.958333,1,0,0
9406,0.1565,11.35040654,23.89,692,6000.041667,0,0,0
8977,0.1505,10.43399815,16.45,682,2640.0,6,0,0
8151,0.1646,10.71441777,23.04,652,4169.041667,0,1,0
3186,0.1158,10.95080655,19.87,697,4590.0,3,0,0
3295,0.1347,11.21753375,11.24,687,3270.0,0,0,0
3894,0.1189,11.40756495,13.95,712,6809.958333,0,0,0
5039,0.07400000000000001,9.210340372000001,1.2,807,3899.958333,0,0,1
4243,0.1322,11.40756495,18.03,812,3929.958333,1,0,0
6811,0.1253,10.645424900000002,21.97,707,3390.041667,2,0,0
9376,0.1357,11.51292546,14.6,707,5790.0,4,0,0
8420,0.1103,10.30895266,14.09,697,780.0,0,0,0
9032,0.1537,12.03765399,0.61,707,7230.0,4,0,0
4537,0.1183,11.184421400000002,2.55,742,4649.958333,3,0,0
3889,0.1158,10.81985828,12.46,772,4140.958333,1,0,0
7801,0.1501,9.798127037,2.2,657,1548.0,0,0,0
4593,0.1183,11.08220409,8.12,732,4259.958333,2,0,0
7535,0.157,9.998797732,10.36,662,1830.0,1,0,0
450,0.0743,10.40426284,10.04,772,3630.0,1,0,0
2870,0.1284,11.35040654,11.92,722,5489.958333,0,0,0
7870,0.1407,9.61580548,2.0,642,238.95833330000002,5,0,1
3136,0.1411,12.07254125,17.75,707,4260.0,2,0,1
728,0.0976,11.06763786,4.8,717,5070.041667,0,1,0
167,0.1091,9.574983486,8.92,672,1140.0,1,0,0
9125,0.1158,11.00209984,7.14,732,3809.958333,5,0,1
4641,0.1218,12.32385568,16.65,717,6389.958333,1,0,0
5347,0.1322,11.00209984,18.02,692,4589.958333,2,0,0
4675,0.0859,10.85614879,8.52,812,10950.0,0,0,0
7467,0.1025,11.04292184,15.27,722,4500.041667,2,0,0
8101,0.1709,9.942708266,28.42,662,1208.041667,3,0,0
5180,0.1739,11.22390917,11.84,672,1591.0,1,0,1
4200,0.1531,11.00209984,21.36,677,2161.0,0,0,0
8049,0.0996,8.699514748,0.0,682,480.04166669999995,1,0,0
2750,0.0932,10.95080655,11.56,777,6810.0,5,0,0
3284,0.1442,12.07823927,9.69,662,7680.0,0,1,0
7000,0.1357,11.30958454,8.71,762,3244.0,1,0,0
8342,0.16399999999999998,10.54534144,13.71,652,2640.0,2,0,0
6904,0.1025,10.51867319,17.61,732,3343.0,0,0,0
7932,0.0933,11.46163217,0.13,702,210.0,1,0,0
1070,0.1261,11.28983191,18.18,677,4320.0,1,0,1
4466,0.1253,11.26446411,18.89,702,6930.0,0,0,0
1549,0.0907,11.46163217,9.79,807,7470.041667,2,0,0
5159,0.1635,11.42573225,0.84,782,4890.0,0,0,1
2564,0.0963,11.39643659,14.71,772,5219.958333,0,0,0
3579,0.0894,11.01039864,7.78,762,12266.95833,1,0,0
8744,0.1064,10.59663473,2.07,702,11730.0,8,1,1
169,0.0996,11.66134547,13.07,727,10529.95833,0,0,0
9430,0.1531,10.858999,19.48,707,3720.041667,7,0,0
1479,0.1083,10.91501573,14.34,772,4229.958333,4,0,0
2029,0.1221,10.04324949,9.5,712,1380.041667,0,0,0
1355,0.1178,10.27090459,0.66,717,1142.0,0,0,0
473,0.1324,11.31447453,15.12,672,5760.041667,1,2,0
8780,0.1411,10.59663473,19.5,672,3749.958333,4,0,0
535,0.0976,10.49127422,0.5,702,1680.0416670000002,0,0,0
993,0.08,11.08214255,12.55,802,6299.958333,0,0,1
7900,0.1438,12.30138283,14.5,692,7387.0,4,0,0
9200,0.1287,10.81977828,20.69,702,3149.958333,4,0,0
3754,0.1379,11.54248427,19.76,692,6960.0,0,0,0
2248,0.1284,11.95675836,8.21,707,6210.0,3,0,0
8960,0.1461,10.91508846,18.98,717,5254.0,7,0,0
584,0.0863,10.30895266,13.16,752,4109.0,2,0,0
7614,0.1793,12.61153775,8.6,677,7170.041667,0,1,0
9055,0.1474,11.15625052,18.77,687,2130.0,5,0,0
6032,0.0894,11.22524339,18.19,742,4981.0,2,1,0
5167,0.0859,10.20507253,22.5,752,2429.958333,1,0,0
5119,0.0894,11.00209984,16.16,772,7830.0,2,0,0
3492,0.1221,11.184421400000002,14.63,727,4320.0,0,0,1
1716,0.1158,11.91839057,14.47,722,4710.0,0,0,0
4793,0.1461,12.01370075,17.43,732,4350.0,2,0,0
4716,0.1253,10.63103616,16.72,702,3360.0,0,0,0
6794,0.0859,10.81977828,8.02,737,3780.041667,1,0,0
1403,0.1083,11.184421400000002,17.87,712,3899.958333,0,0,0
3247,0.08,10.59663473,13.23,752,3960.0,0,0,0
4002,0.1531,11.20582949,10.39,742,2785.958333,1,0,0
1987,0.1221,10.59663473,20.43,707,7050.0,3,0,0
7307,0.1311,11.06663836,18.68,707,1800.0,3,0,0
356,0.1299,10.77895629,18.98,682,4830.041667,1,0,1
1885,0.1189,11.00209984,17.24,707,4770.0,0,0,1
5720,0.1496,10.78692446,17.34,687,3540.0,2,0,0
275,0.1375,11.22524339,19.78,687,2399.041667,2,0,1
2161,0.1568,11.35050065,22.16,672,2970.0,1,0,1
4304,0.0894,11.03488966,13.28,747,5550.0,2,0,0
5164,0.1218,11.88172659,10.39,747,9240.0,1,0,0
2154,0.16,11.62625415,17.94,662,4320.0,2,1,0
9179,0.1379,11.63558548,18.34,692,5460.0,4,0,0
8340,0.1482,8.699514748,3.0,637,900.0416667000002,1,1,0
4061,0.1221,10.57131693,24.98,692,1860.0,1,0,1
5901,0.16699999999999998,11.22524339,20.4,697,3749.041667,0,0,0
9459,0.2052,11.73606902,16.62,762,4231.041667,9,0,0
5697,0.0894,11.23413706,5.58,762,2430.0,3,0,0
9560,0.1867,11.40756495,15.76,667,10050.04167,7,0,0
4277,0.1531,10.59913161,23.64,672,3419.958333,0,0,0
2285,0.16,10.30895266,5.76,667,1290.041667,2,1,0
4757,0.1114,11.60823564,21.69,772,9990.0,2,0,0
9328,0.2121,11.37641822,5.21,687,12150.0,6,2,0
5874,0.1218,11.15625052,3.36,717,5070.0,0,1,0
555,0.1197,10.51856508,20.63,702,3270.0,0,0,0
8909,0.1474,11.25803322,22.42,687,9600.041667,5,0,0
1729,0.1095,11.38509209,12.78,722,2640.041667,0,0,0
9522,0.1533,11.12726298,24.78,682,3710.0,5,0,0
3813,0.0932,10.81985828,1.39,777,6930.0,0,0,0
3285,0.08,10.89673933,12.42,747,3059.958333,1,0,0
3869,0.1379,11.81303006,5.72,707,6060.958333,0,0,0
3454,0.1126,11.21446552,22.5,742,5850.0,3,0,0
7764,0.1059,10.91508846,17.96,727,3180.0,5,0,0
8287,0.1229,9.744022778,10.91,667,720.0,3,0,1
4811,0.1322,10.85892207,1.96,717,1409.958333,0,0,0
4839,0.1183,12.05815252,13.22,747,4350.0,0,0,0
1854,0.1189,10.71441777,5.47,702,2940.0,2,0,0
4487,0.1496,10.858999,15.65,662,5461.0,0,2,0
5762,0.1461,11.3736634,8.06,667,5460.0,2,0,0
9389,0.1148,11.22524339,15.44,732,7170.0,0,0,0
3575,0.1158,10.54534144,13.52,807,4589.958333,0,0,0
3595,0.0768,11.22524339,1.86,782,4109.958333,0,0,0
1787,0.1474,10.73639668,16.33,727,4350.0,1,1,0
23,0.0788,11.73606902,7.05,782,5640.041667,1,0,0
8674,0.1229,10.91508846,14.64,667,4229.958333,6,1,1
150,0.1312,11.35040654,16.87,707,9059.958333,0,0,1
8570,0.1387,10.73639668,22.72,662,2010.0,6,0,0
3458,0.1095,11.184421400000002,9.32,737,3669.0,0,0,0
9342,0.1531,11.05643019,5.13,672,2700.0,6,0,0
7201,0.1348,10.93310697,21.26,697,5850.0,0,0,0
2612,0.1379,10.5454467,23.37,687,5849.958333,0,1,0
6269,0.1253,11.51372515,14.45,722,4291.0,3,0,0
7350,0.0788,12.20607265,4.18,737,6360.041667,2,1,1
8206,0.1425,10.95185862,22.17,657,4949.041667,1,0,0
9530,0.1099,11.57119437,16.36,722,7500.041667,4,0,0
923,0.1166,11.15051985,3.53,677,3120.0,0,0,0
9310,0.16,10.81977828,13.75,662,3929.958333,4,0,0
7964,0.1312,9.61580548,8.72,647,1530.041667,1,1,1
4376,0.1183,11.42118511,6.67,747,8070.0,4,0,0
6367,0.0774,11.49272276,0.43,752,2130.0,1,0,0
5548,0.1322,11.08214255,19.68,677,5399.958333,1,0,0
8433,0.1261,10.89673933,19.96,682,2639.958333,1,0,0
3616,0.1461,10.65725935,10.64,682,1800.0,1,0,0
6352,0.0894,13.5670492,1.39,717,2820.0,2,0,0
4321,0.1461,11.27456675,8.04,672,1830.0,1,0,0
6068,0.1253,10.95080655,13.64,702,3780.041667,1,0,0
140,0.1249,10.279180499999999,12.77,662,1110.0,3,1,1
7079,0.1025,11.51292546,2.68,717,3840.041667,3,0,0
8651,0.1387,10.59663473,10.35,642,1589.958333,1,0,1
846,0.1229,11.251560699999999,19.39,692,3450.0,2,1,0
6362,0.1183,10.57131693,24.31,712,2280.041667,0,0,0
8881,0.1505,10.89858946,14.91,667,6122.041667,5,5,0
143,0.0996,10.46310334,5.83,687,2158.958333,2,0,1
5855,0.0859,11.22524339,15.36,767,10380.04167,0,0,0
6371,0.0774,13.99783211,0.8,807,11700.0,0,0,0
740,0.1134,10.91508846,5.19,712,8400.0,0,2,1
7232,0.0751,10.71441777,6.64,742,2250.0,1,0,0
7506,0.1273,10.75790288,2.04,687,3930.041667,1,1,0
7203,0.1099,11.94470788,19.25,712,7590.041667,1,0,0
3815,0.1221,11.35040654,17.59,727,3330.0,0,0,0
8706,0.1608,10.46321762,26.36,667,6960.0,12,0,0
5688,0.1183,9.764225485,20.34,732,1920.0416670000002,1,0,1
9288,0.1982,11.60823564,16.2,737,12209.95833,0,1,1
683,0.1103,11.11542853,15.5,707,2370.041667,0,0,1
8166,0.1457,10.817736199999999,25.4,707,6360.041667,0,0,1
7064,0.1461,10.59663473,17.58,667,5280.041667,0,1,0
7627,0.1645,11.26446411,14.74,667,2730.041667,3,0,0
2262,0.1189,10.77895629,9.63,742,4953.041667,1,0,1
42,0.087,10.1266311,14.54,752,2460.0,1,0,0
6762,0.1392,11.96400108,18.75,702,7110.041667,0,0,0
370,0.0807,11.00209984,9.58,757,13109.0,1,0,0
965,0.145,10.81977828,20.59,662,1680.0,0,0,0
3872,0.1758,10.77895629,5.03,697,1740.0,0,0,0
921,0.0976,10.77895629,17.65,712,3029.958333,0,0,0
1988,0.1221,10.9329641,14.38,712,4080.0,1,1,0
6177,0.1183,11.00209984,18.82,717,5040.0,1,0,1
4666,0.0894,10.304141099999999,19.29,747,8070.0,1,0,1
8686,0.08,9.903487553,7.66,732,1080.0,0,0,0
8441,0.1513,10.27505111,24.08,662,3990.0,0,0,0
5991,0.0894,11.0744205,10.33,742,3630.0,2,0,0
7096,0.1311,10.70126498,22.43,692,5490.0,0,0,0
6368,0.0774,10.25765937,20.13,787,4680.0,0,0,0
1164,0.1229,10.4341158,20.56,687,1410.0,1,0,0
71,0.0807,11.91839057,2.72,757,5202.0,4,0,0
9422,0.1739,11.60823564,13.76,667,5430.0,8,0,0
9072,0.1411,10.4341158,19.91,702,1800.0,7,0,0
6837,0.1183,12.21106019,18.33,732,4470.041667,2,0,0
5422,0.0894,10.37349118,6.9,732,3450.0,1,0,0
2915,0.1221,11.00209984,17.32,727,3990.0,2,0,0
6483,0.0859,10.0024275,22.17,757,5670.041667,0,0,0
3899,0.1095,11.15625052,0.82,722,5984.958333,0,0,0
6306,0.0894,10.77895629,14.4,722,3750.041667,2,0,0
3564,0.1221,12.02754389,1.56,747,3089.958333,1,0,0
4065,0.0963,11.05089001,13.33,732,2130.0,3,0,0
4173,0.0774,9.61580548,15.6,757,6870.0,2,0,0
7867,0.1722,11.00209984,8.84,642,720.0,4,0,1
2912,0.1189,11.77528973,7.31,747,3150.0,0,0,0
5262,0.0859,10.62132735,13.23,747,2960.0,2,0,0
2559,0.1379,9.952277717000001,11.43,682,3150.0,2,0,0
3246,0.16,10.49127422,20.2,662,4169.958333,0,0,0
928,0.1008,9.61580548,8.08,707,1290.0,0,0,1
6492,0.1148,11.51292546,7.22,777,6630.041667,2,0,0
1321,0.1159,10.30895266,17.08,687,4500.0,1,0,0
1766,0.1253,11.65268741,13.74,727,9214.041667,0,0,0
737,0.0945,11.15625052,9.38,722,1859.0,0,0,0
2077,0.1411,11.00209984,14.02,692,2370.041667,3,0,1
6602,0.1025,10.71441777,4.11,747,3183.041667,0,0,0
8896,0.1474,10.48010092,19.38,672,3810.041667,5,0,0
1994,0.1126,10.49404814,1.4,772,5640.041667,1,0,0
1658,0.102,11.2009507,11.36,732,2490.0,2,0,0
6844,0.1218,9.586925781,10.95,697,2250.0,0,0,0
9086,0.16,10.45966888,15.62,662,2580.0,4,0,1
3587,0.1284,10.81069718,2.35,697,3270.0,1,0,0
3430,0.1189,11.15625052,19.61,717,3540.0,0,0,0
9469,0.1635,12.07254125,17.74,722,5850.0,4,0,0
6425,0.1496,11.11765818,5.56,667,4920.041667,1,1,0
996,0.1071,10.30895266,20.28,717,3150.0,0,0,0
2908,0.0963,10.91508846,9.16,747,7049.958333,0,0,0
5501,0.1183,9.862665558,22.69,717,3330.0,0,0,0
1895,0.1357,11.05089001,19.2,677,4290.0,2,0,0
4193,0.0859,10.59663473,6.87,737,3149.958333,1,0,0
1391,0.1178,10.645424900000002,10.57,682,3780.0,3,0,0
1498,0.1272,10.59923136,22.53,682,4020.0,3,2,0
7536,0.1348,11.5242412,18.91,702,5010.041667,2,0,0
8794,0.1254,11.8473957,10.85,687,4619.958333,6,0,1
9539,0.1533,11.849397699999999,23.81,712,7775.041667,5,0,0
2632,0.1411,11.35035948,19.27,702,5489.958333,1,0,0
6169,0.1253,11.00209984,4.12,687,3600.0,1,0,0
6677,0.1218,11.51292546,18.3,747,7350.0,0,0,0
3980,0.1316,10.30895266,4.28,752,8279.958333,8,0,0
8477,0.1103,11.15625052,15.51,692,6629.958333,5,0,0
8219,0.1078,10.04324949,7.83,687,4413.0,4,0,0
5060,0.1114,11.35040654,17.39,727,3119.958333,0,0,0
4172,0.1148,11.08214255,12.02,742,3240.0,0,0,0
3121,0.0932,11.35040654,5.41,757,5549.958333,0,2,0
6471,0.1461,11.81303006,20.74,747,4110.041667,0,0,0
6482,0.07400000000000001,10.34174248,0.97,812,6030.041667,0,0,0
5085,0.0774,11.68687877,8.47,787,6120.958333,0,0,0
6564,0.1287,10.69194491,11.75,692,2730.041667,0,1,0
8182,0.1836,11.12726298,26.7,657,3330.0,2,0,0
9008,0.2011,9.903487553,2.4,667,540.0,5,0,0
2595,0.1537,10.72106231,8.26,667,4050.958333,3,0,0
1764,0.1568,12.09158169,22.49,662,4710.0,2,0,0
6190,0.1322,11.00209984,14.42,682,6210.0,0,0,0
3709,0.0932,9.862665558,7.25,767,9662.958333,0,0,0
8194,0.1804,11.08214255,22.01,657,2399.041667,1,0,0
5914,0.07400000000000001,10.91508846,1.88,767,5671.041667,1,0,0
9131,0.1221,10.34174248,0.46,722,3510.0,5,1,0
5474,0.1148,10.97382039,10.99,717,3660.0,2,0,0
7223,0.1311,10.40426284,8.25,687,6635.0,2,1,1
663,0.1166,10.77895629,10.05,682,2670.0,2,0,0
4819,0.1565,10.81977828,6.0,662,3270.0,3,0,0
8659,0.1039,12.08953883,15.69,712,4410.0,3,0,0
711,0.0832,11.40756495,1.63,792,5729.041667,0,0,0
5611,0.0788,10.858999,9.09,762,5791.041667,0,0,0
7994,0.1059,11.53272809,2.55,707,1590.041667,11,0,0
1433,0.1304,11.98292909,12.61,692,3569.958333,0,0,0
9178,0.1758,10.77895629,13.82,677,1890.0,7,0,0
7202,0.0714,10.83958091,16.99,762,5580.041667,1,0,0
6898,0.1348,10.568646699999999,11.2,677,2310.041667,2,0,0
4513,0.1287,11.28978191,13.05,687,3030.0,0,0,0
1604,0.102,10.45045222,16.22,747,7890.041667,0,0,0
2236,0.1347,11.84228676,6.76,707,11550.04167,3,1,0
5526,0.1253,9.700146628999999,4.85,722,1110.0,3,0,1
9190,0.1496,10.20359214,4.44,702,1353.958333,4,0,0
4190,0.1218,11.1123882,20.11,727,2940.0,1,0,0
6821,0.1322,10.91806585,0.0,807,3933.041667,1,0,0
266,0.0712,11.69524702,0.65,792,3810.041667,1,0,0
4923,0.1426,10.60905725,20.83,697,1260.0,2,0,0
7877,0.1375,9.903487553,8.4,652,543.9583332999999,3,0,0
1013,0.1292,10.81977828,18.01,672,2249.958333,0,0,1
8483,0.0945,9.210340372000001,3.6,707,510.0,1,0,0
1593,0.1379,11.69524702,3.02,667,3289.0,1,3,0
8197,0.1583,10.83958091,15.93,642,4200.041667,3,0,0
4258,0.1253,11.73606902,11.11,687,5190.0,0,0,0
2929,0.1316,10.37349118,3.9,697,2250.958333,0,0,0
7398,0.0788,10.62132735,14.84,722,3390.041667,0,0,1
4632,0.1461,10.85892207,14.84,682,3690.0,1,0,0
5309,0.1531,11.60823564,2.69,757,8130.0,3,0,0
7452,0.1025,11.03488966,6.85,757,3842.041667,4,0,1
6714,0.0859,10.89673933,9.98,752,6930.0,0,0,0
4298,0.16699999999999998,11.03488966,22.06,672,4649.958333,1,0,0
3833,0.0894,11.35627165,6.27,747,3449.958333,0,0,0
337,0.0838,11.15051985,14.03,762,5519.0,5,0,0
517,0.1008,11.87756858,3.84,762,4725.0,8,0,0
3976,0.1474,11.08214255,6.79,687,2130.0,2,0,0
1303,0.08,10.87804719,6.23,752,4649.958333,1,0,0
7247,0.1385,11.53272809,23.45,712,7921.041667,1,0,0
2065,0.1347,11.15619338,11.73,702,2820.041667,1,0,0
6720,0.1461,11.03488966,9.41,682,4050.0,0,1,1
8045,0.0996,11.36210258,0.0,727,3150.041667,6,1,0
7682,0.1062,9.392661928999999,14.1,702,8010.0,1,0,0
2903,0.1379,12.06155541,2.44,687,5377.0,2,0,0
1545,0.1209,10.81977828,19.73,692,3360.041667,3,0,0
7402,0.1793,11.77528973,2.34,662,5880.0,3,0,0
8268,0.1197,11.77528973,10.85,682,5071.0,5,0,0
